age,education_level,career_field,main_sector,employer_type,contract_type,weekly_hours,residence,province,monthly_income_rwf
27,Lower secondary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,70.0,Rural,Western Province,26000.0
26,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,70.0,Rural,Western Province,26000.0
20,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,70.0,Rural,Western Province,26000.0
29,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,70.0,Rural,Western Province,104000.0
27,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,60.0,Rural,Western Province,26000.0
27,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,60.0,Rural,Western Province,78000.0
27,Lower secondary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,60.0,Rural,Western Province,104000.0
21,Lower secondary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,38.0,Rural,Western Province,52000.0
19,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Western Province,52000.0
28,Lower secondary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,38.0,Rural,Western Province,26000.0
23,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Western Province,26000.0
29,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Western Province,26000.0
24,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Western Province,26000.0
24,Lower secondary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,14.0,Rural,Western Province,26000.0
22,No formal education,Agriculture,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Western Province,26000.0
23,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Western Province,26000.0
22,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Western Province,26000.0
29,Upper secondary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Western Province,31200.0
29,Lower secondary education,Elementary and other work,Services,Private business or VUP,Oral agreement,25.0,Rural,Western Province,52000.0
26,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,35.0,Rural,Western Province,31200.0
29,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,35.0,Urban,Western Province,52000.0
30,Upper secondary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,36.0,Urban,Western Province,26000.0
20,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,35.0,Urban,Western Province,26000.0
30,Lower secondary education,Elementary and other work,Services,Private business or VUP,Oral agreement,8.0,Urban,Western Province,39000.0
24,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,38.0,Urban,Western Province,39000.0
19,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,25.0,Rural,Western Province,13000.0
16,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Western Province,26000.0
29,No formal education,Elementary and other work,Services,Private business or VUP,Oral agreement,45.0,Rural,Western Province,26000.0
20,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,42.0,Rural,Western Province,26000.0
22,Upper secondary education,Elementary and other work,Services,Public institution,Written contract,40.0,Rural,Western Province,25000.0
25,No formal education,Sales and services,Services,Private business or VUP,Oral agreement,20.0,Rural,Western Province,18200.0
28,Primary education,Sales and services,Services,Private business or VUP,Oral agreement,45.0,Rural,Western Province,26000.0
18,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,35.0,Rural,Western Province,26000.0
20,Primary education,Agriculture,Industry,Private business or VUP,Oral agreement,45.0,Rural,Western Province,41600.0
29,Lower secondary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,24.0,Urban,Western Province,39000.0
21,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,10.0,Urban,Western Province,39000.0
30,Upper secondary education,Sales and services,Services,Private business or VUP,Oral agreement,8.0,Urban,Western Province,78000.0
22,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,32.0,Urban,Western Province,39000.0
17,Primary education,Elementary and other work,Services,Household,Oral agreement,60.0,Urban,Western Province,15000.0
24,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,10.0,Urban,Western Province,52000.0
23,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,14.0,Urban,Western Province,39000.0
29,Upper secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,27.0,Urban,Western Province,91000.0
19,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,18.0,Urban,Western Province,39000.0
17,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,42.0,Rural,Western Province,78000.0
23,Primary education,Elementary and other work,Services,Private business or VUP,Written contract,48.0,Rural,Western Province,30000.0
17,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,7.0,Rural,Western Province,39000.0
20,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,16.0,Rural,Western Province,65000.0
24,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,24.0,Rural,Western Province,20800.0
22,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Western Province,31200.0
23,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,48.0,Rural,Western Province,31200.0
22,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,48.0,Rural,Western Province,31200.0
19,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,46.0,Rural,Western Province,31200.0
26,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Western Province,26000.0
23,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,44.0,Urban,Western Province,78000.0
19,Primary education,Elementary and other work,Services,Household,Oral agreement,42.0,Urban,Western Province,10000.0
19,Primary education,Elementary and other work,Services,Household,Oral agreement,60.0,Urban,Western Province,18000.0
20,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,42.0,Urban,Western Province,12000.0
23,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,40.0,Rural,Western Province,39000.0
18,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,50.0,Rural,Western Province,39000.0
30,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,42.0,Rural,Western Province,33800.0
27,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Western Province,26000.0
18,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,38.0,Rural,Western Province,39000.0
16,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,40.0,Rural,Western Province,39000.0
28,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,42.0,Rural,Western Province,39000.0
23,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,35.0,Rural,Western Province,39000.0
19,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,28.0,Rural,Western Province,26000.0
28,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,48.0,Rural,Western Province,26000.0
27,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,40.0,Rural,Western Province,26000.0
21,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Western Province,26000.0
22,No formal education,Elementary and other work,Services,Private business or VUP,Oral agreement,35.0,Rural,Western Province,26000.0
20,No formal education,Elementary and other work,Services,Private business or VUP,Oral agreement,30.0,Rural,Western Province,26000.0
30,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,24.0,Rural,Western Province,20800.0
24,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,57.0,Rural,Western Province,26000.0
24,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,21.0,Rural,Western Province,26000.0
29,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,45.0,Rural,Western Province,52000.0
27,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Western Province,26000.0
21,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,24.0,Rural,Western Province,31200.0
17,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Western Province,31200.0
26,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Northern Province,26000.0
27,Primary education,Elementary and other work,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Northern Province,26000.0
29,Primary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,18.0,Rural,Northern Province,78000.0
